nombre;url;municipio;telefonos;direccion;codigopostal;detallesObtenidos;fax;email;latitud;longitud;provincia;juez
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Caravaca-de-la-Cruz?provincia=30;Caravaca de la Cruz;968 79 25 87;Pza. Ciudad Jardín, 12;30400;True;968 70 77 55;mixto2.caravacadelacruz@justicia.es;38.105335;-1.858615;Murcia;RODRIGUEZ MARTINEZ, MARTA
Sección Civil y de Instrucción del Tribunal de Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--3---Caravaca-de-la-Cruz?provincia=30;Caravaca de la Cruz;968 72 23 26;C/ San Jorge, 71;30400;True;968 70 23 22;mixto3.caravacadelacruz@justicia.es;38.104626;-1.8577602;Murcia;ROBLES RABASCO, ALBA
Audiencia Provincial Civil-Penal nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--5?provincia=30;Cartagena;968 32 62 76;C/ Ángel Bruna, 21;30203;True;968 32 62 82;audiencia.s5.cartagena@justicia.es;37.609238;-0.9853633;Murcia;ARESTE SANCHO, JACINTO
Audiencia Provincial Civil-Penal nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--5?provincia=30;Cartagena;968 32 62 76;C/ Ángel Bruna, 21;30203;True;968 32 62 82;audiencia.s5.cartagena@justicia.es;37.609238;-0.9853633;Murcia;GALMES PASCUAL, MARIA ANGELES
Audiencia Provincial Civil-Penal nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--5?provincia=30;Cartagena;968 32 62 76;C/ Ángel Bruna, 21;30203;True;968 32 62 82;audiencia.s5.cartagena@justicia.es;37.609238;-0.9853633;Murcia;GARCIA RUIZ, EDMUNDO TOMAS
Audiencia Provincial Civil-Penal nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--5?provincia=30;Cartagena;968 32 62 76;C/ Ángel Bruna, 21;30203;True;968 32 62 82;audiencia.s5.cartagena@justicia.es;37.609238;-0.9853633;Murcia;MADRID RODRIGUEZ, FERNANDO
Audiencia Provincial Civil-Penal nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--5?provincia=30;Cartagena;968 32 62 76;C/ Ángel Bruna, 21;30203;True;968 32 62 82;audiencia.s5.cartagena@justicia.es;37.609238;-0.9853633;Murcia;MUNITIZ RUIZ, IGNACIO
Audiencia Provincial Civil-Penal nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-Penal-n--5?provincia=30;Cartagena;968 32 62 76;C/ Ángel Bruna, 21;30203;True;968 32 62 82;audiencia.s5.cartagena@justicia.es;37.609238;-0.9853633;Murcia;NICOLAS MANZANARES, JOSE MANUEL
Juzgado de Primera Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Cartagena?provincia=30;Cartagena;968 32 62 26;C/ Ángel Bruna, 21;30203;True;968 32 62 72;instancia1.cartagena@justicia.es;37.60829;-0.9851375;Murcia;MARTINEZ HERRERO, NATALIA
Juzgado de Primera Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Cartagena?provincia=30;Cartagena;968 12 46 98;C/ Tierno Galván, 1;30201;True;968 52 08 13;instancia2.cartagena@justicia.es;37.6061294;-0.9832572;Murcia;CALERO CARMONA, MANUEL JESUS
Juzgado de Primera Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Cartagena?provincia=30;Cartagena;968 32 62 21;C/ Ángel Bruna, 21;30203;True;968 32 62 71;instancia3.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;GOMEZ SOTO, ROSARIO
Juzgado de Primera Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Cartagena?provincia=30;Cartagena;968 32 61 75;C/ Ángel Bruna, 21;30203;True;968 32 61 64;instancia4.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;FONS TOMAS, ROCIO
Juzgado de Primera Instancia nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Cartagena?provincia=30;Cartagena;968 32 61 66;C/ Ángel Bruna, 21;30203;True;968 32 61 69;instancia5.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;VIDAL SANCHEZ, ELENA MARIA
Juzgado de Primera Instancia nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--6---Cartagena?provincia=30;Cartagena;968 32 61 36;C/ Ángel Bruna, 21;30203;True;968 32 61 99;instancia6.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;RUIZ GARCIA, CONCHA
Juzgado de Primera Instancia nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--7---Cartagena?provincia=30;Cartagena;968 32 68 85;C/ Ángel Bruna, 21;30203;True;968 32 68 84;instancia7.cartagena@justicia.es;0.0;0.0;Murcia;BLANCO BARBERA, ALBERTO
Juzgado de Instrucción nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Cartagena?provincia=30;Cartagena;968 32 62 34;C/ Ángel Bruna, 21;30203;True;968 32 62 73;instruccion1.cartagena@justicia.es;37.609286;-0.985365;Murcia;ANDREO RUIZ, CONSUELO
Juzgado de Instrucción nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Cartagena?provincia=30;Cartagena;968 32 62 45;C/ Ángel Bruna, 21;30203;True;968 32 62 75;instruccion2.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;PASCUAL HERNANDEZ, MARIA
Juzgado de Instrucción nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Cartagena?provincia=30;Cartagena;968 32 62 39;C/ Ángel Bruna, 21;30203;True;968 32 62 74;instruccion3.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;GOMEZ HERNANDEZ, MARIA DEL MAR
Juzgado de Instrucción nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Cartagena?provincia=30;Cartagena;968 32 61 79;C/ Ángel Bruna, 21;30203;True;968 32 61 85;instruccion4.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;SANCHEZ CONESA, RAUL
Juzgado de Instrucción nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--5---Cartagena?provincia=30;Cartagena;968 32 61 23;C/ Ángel Bruna, 21;30203;True;968 32 61 95;instruccion5.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;GONZALEZ FELIPE, MIGUEL ANGEL
Juzgado de lo Social nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Cartagena?provincia=30;Cartagena;968 32 62 84;C/ Ángel Bruna, 21;30203;True;968 32 62 87;social1.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;CONTRERAS DE MIGUEL, CARLOS
Juzgado de lo Social nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Cartagena?provincia=30;Cartagena;968 32 62 90;Avda. Carlos III, 41;30201;True;968 32 61 44;social2.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;
Juzgado de lo Social nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Cartagena?provincia=30;Cartagena;968 50 47 32;Avda. Carlos III, s/n;30201;True;968 50 61 05;social3.cartagena@justicia.es;37.6057943;-0.986348;Murcia;GRAU RIPOLL, JOSE
Juzgado de lo Contencioso-Administrativo nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Cartagena?provincia=30;Cartagena;968 52 05 97;Pza. Vicente García Marcos, 8;30200;True;968 52 91 66;contencioso1.cartagena@justicia.es;37.6056505;-0.9912944;Murcia;ROMERO MEDEL, FERNANDO
Juzgado de lo Mercantil nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--4---Cartagena?provincia=30;Cartagena;968 27 81 27968 27 81 29;C/ Jara, 28;30200;True;968 85 79 34;mercantil4.murcia@justicia.es;37.601715;-0.985408;Murcia;QUINTANA ARANDA, JAVIER
Juzgado de Violencia sobre la Mujer nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Cartagena?provincia=30;Cartagena;968 32 62 17;C/ Ángel Bruna, 21;30203;True;968 32 62 70;violenciamujer1.cartagena@justicia.es;37.6082929;-0.9851375;Murcia;MARTINEZ SANCHEZ, CINTIA
Juzgado de lo Penal nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Cartagena?provincia=30;Cartagena;968 32 62 09;C/ Ángel Bruna, 21;30203;True;968 32 62 69;penal1.cartagena@justicia.es;37.60829;-0.9851375;Murcia;MARIN LOPEZ, EUGENIA ISABEL
Juzgado de lo Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--2---Cartagena?provincia=30;Cartagena;968 32 62 03;C/ Ángel Bruna, 21;30203;True;968 32 62 68;penal2.cartagena@justicia.es;37.60829;-0.9851375;Murcia;BELLAS DUBLANG, ALVARO
Juzgado de lo Penal nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--3---Cartagena?provincia=30;Cartagena;968 32 61 59;C/ Ángel Bruna, 21;30203;True;968 32 61 56;penal3.cartagena@justicia.es;37.60829;-0.9851375;Murcia;ALVAREZ MEDINA, TERESA
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Cieza?provincia=30;Cieza;968 45 08 43;C/ Diego Jiménez Castellanos, s/n;30530;True;968 45 67 63;mixto1.cieza@justicia.es;38.241608;-1.4140383;Murcia;MARTIN AVILA, CELIA
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Cieza?provincia=30;Cieza;968 76 03 89;C/ Diego Jiménez Castellanos, s/n;30530;True;968 45 65 79;mixto2.cieza@justicia.es;38.241608;-1.4140383;Murcia;APARICIO MARTIN, BORJA
Sección Civil y de Instrucción del Tribunal de Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--3---Cieza?provincia=30;Cieza;968 76 09 55;C/ Diego Jiménez Castellanos, s/n;30530;True;968 76 16 02;mixto3.cieza@justicia.es;38.241608;-1.4140383;Murcia;CANO LOPEZ, BELEN
Sección Civil y de Instrucción del Tribunal de Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--4---Cieza?provincia=30;Cieza;968 77 39 65;C/ Diego Jiménez Castellanos, s/n;30530;True;968 77 30 54;mixto4.cieza@justicia.es;38.241608;-1.4140383;Murcia;
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Jumilla?provincia=30;Jumilla;968 78 06 01;Avda. de la Libertad, 7;30520;True;968 75 74 10;mixto1.jumilla@justicia.es;38.47196;-1.3244463;Murcia;
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Jumilla?provincia=30;Jumilla;968 71 64 83;Avda. de la Libertad, 7;30520;True;968 71 64 90;mixto2.jumilla@justicia.es;38.47196;-1.3244463;Murcia;
Juzgado de Primera Instancia e Instrucción nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Lorca?provincia=30;Lorca;968 46 67 65;C/ Corregidor, 1;30800;True;968 47 06 41;mixto1.lorca@justicia.es;37.6712336;-1.6948289;Murcia;GOMEZ BRAVO, JUAN CARLOS
Juzgado de Primera Instancia e Instrucción nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Lorca?provincia=30;Lorca;968 46 10 05;C/ Corregidor, 1;30800;True;968 46 87 47;mixto2.lorca@justicia.es;37.6712336;-1.6948289;Murcia;NIETO BERNALDEZ, MANUEL JESUS
Juzgado de Primera Instancia e Instrucción nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--3---Lorca?provincia=30;Lorca;968 46 68 04;C/ Corregidor, 1;30800;True;968 44 27 34;mixto3.lorca@justicia.es;37.6712336;-1.6948289;Murcia;MARTINEZ TORRENTE, JESUS
Juzgado de Primera Instancia e Instrucción nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--4---Lorca?provincia=30;Lorca;968 47 74 79;C/ Padre Morote, s/n;30800;True;968 44 24 33;mixto4.lorca@justicia.es;37.6751742;-1.7007774;Murcia;SERRANO TRIGUEROS, JULIA
Juzgado de Primera Instancia e Instrucción nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--5---Lorca?provincia=30;Lorca;968 44 23 73;C/ Padre Morote, s/n;30800;True;968 44 23 39;mixto5.lorca@justicia.es;37.6751742;-1.7007774;Murcia;SOLANO SANCHEZ, ALMUDENA
Juzgado de Primera Instancia e Instrucción nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--6---Lorca?provincia=30;Lorca;968 47 77 96;C/ Padre Morote, s/n;30800;True;968 47 29 68;mixto6.lorca@justicia.es;37.6751742;-1.7007774;Murcia;
Juzgado de Primera Instancia e Instrucción nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--7---Lorca?provincia=30;Lorca;968 46 10 12;C/ Padre Morote, s/n;30800;True;968 46 18 54;mixto7.lorca@justicia.es;37.9293289;-1.2057265;Murcia;RUIZ HERNANDEZ, FRANCISCO
Juzgado de Primera Instancia e Instrucción nº 8;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--8---Lorca?provincia=30;Lorca;868 00 76 57;C/ Panaderia, 8;30800;True;868 02 20 97;mixto8.lorca@justicia.es;37.661404;-1.708621;Murcia;HIDALGO BELMONTE, MARINA
Juzgado de lo Penal nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Lorca?provincia=30;Lorca;968 47 75 93;Pza. de Abastos, 14. Edif. Lorca Pza., Local 3;30800;True;968 46 45 12;penal1.lorca@justicia.es;37.675175;-1.7007774;Murcia;ROMERO ESTEBAN, CARMEN BERTA
Juzgado de lo Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--2---Lorca?provincia=30;Lorca;968 47 23 84;Pza. de Abastos, 14. Edif. Lorca Pza., Local 3;30800;True;968 47 84 07;penal2.lorca@justicia.es;37.671307;-1.6987916;Murcia;
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Molina-de-Segura?provincia=30;Molina de Segura;968 61 09 20968 61 00 01;Avda. de Madrid, 70;30500;True;968 38 60 07;mixto1.molinadesegura@justicia.es;38.057415;-1.2154757;Murcia;CAMBRONERO SALVADOR, ANA MARIA
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Molina-de-Segura?provincia=30;Molina de Segura;968 64 07 08968 64 03 44;Avda. de Madrid, 70;30500;True;968 64 56 01;mixto2.molinadesegura@justicia.es;38.057415;-1.2154757;Murcia;GONZALEZ PLAZA, MIGUEL
Sección Civil y de Instrucción del Tribunal de Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--3---Molina-de-Segura?provincia=30;Molina de Segura;968 64 12 12968 64 12 90;Avda. de Madrid, 70;30500;True;968 61 63 91;mixto3.molinadesegura@justicia.es;38.057415;-1.2154757;Murcia;MOYA MARTINEZ, ANTONIA
Sección Civil y de Instrucción del Tribunal de Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--4---Molina-de-Segura?provincia=30;Molina de Segura;968 38 64 31968 38 65 65;Pza. de la Cerámica, 8;30500;True;968 64 00 43;mixto4.molinadesegura@justicia.es;38.050922;-1.2109922;Murcia;BERNABE ALIAGA, MARTA
Sección Civil y de Instrucción del Tribunal de Instancia nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--5---Molina-de-Segura?provincia=30;Molina de Segura;968 38 64 03968 38 64 02;Pza. de la Cerámica, 8;30500;True;968 64 17 59;mixto5.molinadesegura@justicia.es;38.050922;-1.2109922;Murcia;
Sección Civil y de Instrucción del Tribunal de Instancia nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--6---Molina-de-Segura?provincia=30;Molina de Segura;968 38 64 84968 38 64 88;Pza. de la Cerámica, 8;30500;True;968 64 11 42;mixto6.molinadesegura@justicia.es;38.050922;-1.2109922;Murcia;HERNANDEZ RABBAT, CHRISTINE
Sección Civil y de Instrucción del Tribunal de Instancia nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--7---Molina-de-Segura?provincia=30;Molina de Segura;868 02 55 29868 02 55 30;Pza. de la Cerámica, 8;30500;True;868 02 55 38;mixto7.molinadesegura@justicia.es;0.0;0.0;Murcia;
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Mula?provincia=30;Mula;968 66 08 24;Avda. de la Paz, s/n;30170;True;968 66 31 21;mixto1.mula@justicia.es;38.04043;-1.3516867;Murcia;GARCIA MALDONADO, MARIA DEL MAR
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Mula?provincia=30;Mula;968 66 00 97968 66 00 96;Avda. de la Paz, s/n;30170;True;968 66 18 94;mixto2.mula@justicia.es;38.04043;-1.3516867;Murcia;POZUELO MARTINEZ, ANA ISABEL
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;ALCAZAR NAVARRO, MARIA DE LAS MERCEDES
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;CABRERA MONTESINOS, FRANCISCO JOSE
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;CHICO MOLINA, ISABEL MARIA
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;FRANCO SANCHEZ, CRISTINA
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;GARCIA MUNUERA, INMACULADA
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;GARCIA-BERBOIS CONSUEGRA, BEGOÑA
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;GOMEZ CASADO, MARIA TERESA DE JESUS
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;MARTIN SOBRAO, CARMEN DE LAS NIEVES
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;RIVERA MUÑIZ, MIGUEL
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;RODRIGUEZ BUENDIA, BELEN
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;RUBIO MULERO, NATALIA
Tribunal Superior de Justicia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;SERRANO FERNANDEZ, JOSE ENRIQUE
Tribunal Superior de Justicia Presidencia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia-Presidencia---Murcia?provincia=30;Murcia;968 22 93 09968 22 91 00;Ps. de Garay, 7;30003;True;968 22 91 22;;37.981537;-1.1234413;Murcia;LUNA CARBONELL, MANUEL
Tribunal Superior de Justicia. Sala de lo Civil y Penal;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Civil-y-Penal---Murcia?provincia=30;Murcia;968 22 93 83;Ps. de Garay, 7;30003;True;968 22 91 28;tsj.civil-penal.murcia@justicia.es;37.981537;-1.1234413;Murcia;CASTILLO RIGABERT, FERNANDO
Tribunal Superior de Justicia. Sala de lo Civil y Penal;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Civil-y-Penal---Murcia?provincia=30;Murcia;968 22 93 83;Ps. de Garay, 7;30003;True;968 22 91 28;tsj.civil-penal.murcia@justicia.es;37.981537;-1.1234413;Murcia;DOMINGO MARTINEZ, JOAQUIN ANGEL DE
Tribunal Superior de Justicia. Sala de lo Civil y Penal;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Tribunal-Superior-de-Justicia--Sala-de-lo-Civil-y-Penal---Murcia?provincia=30;Murcia;968 22 93 83;Ps. de Garay, 7;30003;True;968 22 91 28;tsj.civil-penal.murcia@justicia.es;37.981537;-1.1234413;Murcia;PASQUAL DEL RIQUELME HERRERO, MIGUEL ALFONSO
